Name,Type,Ownership,State,City,Website,Accreditation Status,Email,Phone,Address,Source URL,License
"Igbajo Polytechnic, Igbajo",polytechnic,federal,Unknown,Igbajo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Igbajo Polytechnic, Igbajo",polytechnic,federal,Unknown,Igbajo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Igbajo Polytechnic, Igbajo",polytechnic,federal,Unknown,Igbajo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Iheachukwu Madubuike Institute of Technology, Isuochi",polytechnic,federal,Unknown,Isuochi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Iheachukwu Madubuike Institute of Technology, Isuochi",polytechnic,federal,Unknown,Isuochi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Iheachukwu Madubuike Institute of Technology, Isuochi",polytechnic,federal,Unknown,Isuochi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Imo State Polytechnic, Umuagwo",polytechnic,federal,Imo,Umuagwo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Inspire Polytechnic, Lagos",polytechnic,federal,Lagos,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Institute of Management And Technology, Enugu",polytechnic,federal,Enugu,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Interlink Polytechnic, Ijebu-Jesa",polytechnic,federal,Unknown,Ijebu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Interlink Polytechnic, Ijebu-Jesa",polytechnic,federal,Unknown,Ijebu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Interlink Polytechnic, Ijebu-Jesa",polytechnic,federal,Unknown,Ijebu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Isa Mustapha Agwai Polytechnic, Lafia",polytechnic,federal,Unknown,Lafia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Isa Mustapha Agwai Polytechnic, Lafia",polytechnic,federal,Unknown,Lafia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Isa Mustapha Agwai Polytechnic, Lafia",polytechnic,federal,Unknown,Lafia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Iwo City Polytechnic, Iwo",polytechnic,federal,Unknown,Iwo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Iwo City Polytechnic, Iwo",polytechnic,federal,Unknown,Iwo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Iwo City Polytechnic, Iwo",polytechnic,federal,Unknown,Iwo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Jigawa State Polytechnic, Dutse",polytechnic,federal,Jigawa,Dutse,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Kaduna Polytechnic Admission Acceptance Notice for 2025/2026 Academic Session,polytechnic,federal,Kaduna,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kaduna Polytechnic, Kaduna",polytechnic,federal,Kaduna,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kalac Crystal Polytechnic, Lekki",polytechnic,federal,Unknown,Lekki,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kalac Crystal Polytechnic, Lekki",polytechnic,federal,Unknown,Lekki,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kalac Crystal Polytechnic, Lekki",polytechnic,federal,Unknown,Lekki,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kano State Polytechnic, Kano",polytechnic,federal,Kano,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Katsina Institute of Technology And Management, Katsina",polytechnic,federal,Katsina,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kenule Beeson Saro-Wiwa Polytechnic, Bori",polytechnic,federal,Unknown,Bori,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kenule Beeson Saro-Wiwa Polytechnic, Bori",polytechnic,federal,Unknown,Bori,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kenule Beeson Saro-Wiwa Polytechnic, Bori",polytechnic,federal,Unknown,Bori,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kings Polytechnic, Ubiaja",polytechnic,federal,Unknown,Ubiaja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kings Polytechnic, Ubiaja",polytechnic,federal,Unknown,Ubiaja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kings Polytechnic, Ubiaja",polytechnic,federal,Unknown,Ubiaja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Kogi State Polytechnic Gets Accreditation for New Programmes,polytechnic,federal,Kogi,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kogi State Polytechnic, Lokoja",polytechnic,federal,Kogi,Lokoja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Kwara State Polytechnic, Ilorin",polytechnic,federal,Kwara,Ilorin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lagos City Polytechnic, Ikeja",polytechnic,federal,Lagos,Ikeja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Lagos State Polytechnic,polytechnic,state,Lagos,Lagos,https://mylaspotech.edu.ng,Accredited,info@mylaspotech.edu.ng,,,https://nuc.edu.ng,
"Lagos State Polytechnic, Ikorodu (Now Lagos State University of Science and Technology)",polytechnic,federal,Lagos,Ikorodu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Landmark Polytechnic, Ayetoro",polytechnic,federal,Unknown,Ayetoro,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Landmark Polytechnic, Ayetoro",polytechnic,federal,Unknown,Ayetoro,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Landmark Polytechnic, Ayetoro",polytechnic,federal,Unknown,Ayetoro,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lens Polytechnic, Offa",polytechnic,federal,Unknown,Offa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lens Polytechnic, Offa",polytechnic,federal,Unknown,Offa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lens Polytechnic, Offa",polytechnic,federal,Unknown,Offa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lighthouse Polytechnic, Evbuobanosa",polytechnic,federal,Unknown,Evbuobanosa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lighthouse Polytechnic, Evbuobanosa",polytechnic,federal,Unknown,Evbuobanosa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Lighthouse Polytechnic, Evbuobanosa",polytechnic,federal,Unknown,Evbuobanosa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
List of Accredited Colleges of Education in Nigeria,polytechnic,federal,Niger,Nigeria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
List of Federal Polytechnics In Nigeria,polytechnic,federal,Niger,Nigeria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
List of Private Polytechnics In Nigeria,polytechnic,federal,Niger,Nigeria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
List of State Polytechnics In Nigeria,polytechnic,federal,Niger,Nigeria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Loam Polytechnic, Ikono",polytechnic,federal,Unknown,Ikono,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Loam Polytechnic, Ikono",polytechnic,federal,Unknown,Ikono,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Loam Polytechnic, Ikono",polytechnic,federal,Unknown,Ikono,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Mai-Idris Alooma Polytechnic, Geidam",polytechnic,federal,Unknown,Geidam,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Mai-Idris Alooma Polytechnic, Geidam",polytechnic,federal,Unknown,Geidam,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Mai-Idris Alooma Polytechnic, Geidam",polytechnic,federal,Unknown,Geidam,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Marist Polytechnic, Emene",polytechnic,federal,Unknown,Emene,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Marist Polytechnic, Emene",polytechnic,federal,Unknown,Emene,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Marist Polytechnic, Emene",polytechnic,federal,Unknown,Emene,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Mater Dei Polytechnic, Egwuoba",polytechnic,federal,Unknown,Egwuoba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Mater Dei Polytechnic, Egwuoba",polytechnic,federal,Unknown,Egwuoba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Mater Dei Polytechnic, Egwuoba",polytechnic,federal,Unknown,Egwuoba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Moshood Abiola Polytechnic, Abeokuta",polytechnic,federal,Unknown,Abeokuta,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Moshood Abiola Polytechnic, Abeokuta",polytechnic,federal,Unknown,Abeokuta,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Moshood Abiola Polytechnic, Abeokuta",polytechnic,federal,Unknown,Abeokuta,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"NACABS Polytechnic, Akwanga",polytechnic,federal,Unknown,Akwanga,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"NACABS Polytechnic, Akwanga",polytechnic,federal,Unknown,Akwanga,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"NACABS Polytechnic, Akwanga",polytechnic,federal,Unknown,Akwanga,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"National Institute of Construction Technology and Management, Uromi",polytechnic,federal,Unknown,Uromi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"National Institute of Construction Technology and Management, Uromi",polytechnic,federal,Unknown,Uromi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"National Institute of Construction Technology and Management, Uromi",polytechnic,federal,Unknown,Uromi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
NBTE Approves 6 New Programmes for Osun College of Management Science (OSCOMS),polytechnic,federal,Osun,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Newland Polytechnic, Ilorin",polytechnic,federal,Unknown,Ilorin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Newland Polytechnic, Ilorin",polytechnic,federal,Unknown,Ilorin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Newland Polytechnic, Ilorin",polytechnic,federal,Unknown,Ilorin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Nigerian Army College of Environmental Science and Technology, Makurdi",polytechnic,federal,Niger,Makurdi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Nigerian College of Aviation Technology, Zaria, Kaduna State",polytechnic,federal,Kaduna,Zaria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Niger State Polytechnic, Zungeru",polytechnic,federal,Niger,Zungeru,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"NOGAK Polytechnic, Ikom",polytechnic,federal,Unknown,Ikom,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"NOGAK Polytechnic, Ikom",polytechnic,federal,Unknown,Ikom,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"NOGAK Polytechnic, Ikom",polytechnic,federal,Unknown,Ikom,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Novelty Polytechnic, Kishi",polytechnic,federal,Unknown,Kishi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Novelty Polytechnic, Kishi",polytechnic,federal,Unknown,Kishi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Novelty Polytechnic, Kishi",polytechnic,federal,Unknown,Kishi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Nuhu Bamalli Polytechnic, Zaria",polytechnic,federal,Unknown,Zaria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Nuhu Bamalli Polytechnic, Zaria",polytechnic,federal,Unknown,Zaria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Nuhu Bamalli Polytechnic, Zaria",polytechnic,federal,Unknown,Zaria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Oduduwa Polytechnic, Idimu",polytechnic,federal,Unknown,Idimu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Oduduwa Polytechnic, Idimu",polytechnic,federal,Unknown,Idimu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Oduduwa Polytechnic, Idimu",polytechnic,federal,Unknown,Idimu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ogun State Institute of Technology, Igbesa",polytechnic,federal,Ogun,Igbesa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ogun State Polytechnic, Ipokia",polytechnic,federal,Ogun,Ipokia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Osun State College of Technology, Esa-Oke",polytechnic,federal,Osun,Esa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Osun State Polytechnic, Iree",polytechnic,federal,Osun,Iree,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Osun State Polytechnic (OSPOLY) Sets Deadline for Payment of Acceptance Fee for 2025/2026 Newly Admitted Students,polytechnic,federal,Osun,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Others+Past Questions+WAEC Past QuestionsNABTEB Past QuestionsJAMB Past QuestionsJUPEB Past QuestionsPost UTME Past QuestionsNNPC Past QuestionsNYSC+NYSC NewsNYSC Senate ListNYSC Call-Up LetterNYSC RegistrationNYSC CampsPre-DegreePost UTMEAdmission ListPostgraduateTuition / School FeesNOUNCoursesJobs in Nigeria,polytechnic,federal,Niger,Nigeria,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Our Saviour Institute of Science, Agriculture & Technology, Enugu",polytechnic,federal,Enugu,Agriculture,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Oyo State College of Agriculture And Technology, Igbo-Ora",polytechnic,federal,Oyo,Igbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Paramount Polytechnic, Ejigbo",polytechnic,federal,Unknown,Ejigbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Paramount Polytechnic, Ejigbo",polytechnic,federal,Unknown,Ejigbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Paramount Polytechnic, Ejigbo",polytechnic,federal,Unknown,Ejigbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Petroleum Training Institute, Effurun Delta State",polytechnic,federal,Delta,Effurun Delta State,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Plateau State Polytechnic, Barkin-Ladi",polytechnic,federal,Plateau,Barkin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Polytechnics,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Polytechnics/Monotechnics+MonotechnicsPolytechnics,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Port-Harcourt Polytechnic, Port-Harcourt",polytechnic,federal,Unknown,Port,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Port-Harcourt Polytechnic, Port-Harcourt",polytechnic,federal,Unknown,Port,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Port-Harcourt Polytechnic, Port-Harcourt",polytechnic,federal,Unknown,Port,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Prime Polytechnic, Jida Bassa, Ajaokuta",polytechnic,federal,Unknown,Jida Bassa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Prime Polytechnic, Jida Bassa, Ajaokuta",polytechnic,federal,Unknown,Jida Bassa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Prime Polytechnic, Jida Bassa, Ajaokuta",polytechnic,federal,Unknown,Jida Bassa,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ramat Polytechnic, Maiduguri",polytechnic,federal,Unknown,Maiduguri,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ramat Polytechnic, Maiduguri",polytechnic,federal,Unknown,Maiduguri,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ramat Polytechnic, Maiduguri",polytechnic,federal,Unknown,Maiduguri,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Redeemers College of Technology And Management, Mowe",polytechnic,federal,Unknown,Mowe,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Redeemers College of Technology And Management, Mowe",polytechnic,federal,Unknown,Mowe,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Redeemers College of Technology And Management, Mowe",polytechnic,federal,Unknown,Mowe,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ronik Polytechnic, Ejigbo, Ikeja",polytechnic,federal,Unknown,Ejigbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ronik Polytechnic, Ejigbo, Ikeja",polytechnic,federal,Unknown,Ejigbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ronik Polytechnic, Ejigbo, Ikeja",polytechnic,federal,Unknown,Ejigbo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Rufus Giwa Polytechnic, Owo",polytechnic,federal,Unknown,Owo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Rufus Giwa Polytechnic, Owo",polytechnic,federal,Unknown,Owo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Rufus Giwa Polytechnic, Owo",polytechnic,federal,Unknown,Owo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Saf Polytechnic, Iseyin",polytechnic,federal,Unknown,Iseyin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Saf Polytechnic, Iseyin",polytechnic,federal,Unknown,Iseyin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Saf Polytechnic, Iseyin",polytechnic,federal,Unknown,Iseyin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
School of Health,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
School of Nursing,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Schools+Universities+Universities in NigeriaFederal UniversitiesState UniversitiesPrivate UniversitiesIllegal Universities in NigeriaTop Universities in NigeriaPolytechnics/Monotechnics+MonotechnicsPolytechnicsColleges of EducationSchool of HealthSchool of Nursing,polytechnic,federal,Niger,NigeriaFederal UniversitiesState UniversitiesPrivate UniversitiesIllegal Universities in NigeriaTop Universities in NigeriaPolytechnics,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Search the MySchoolGist site,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Shaka Polytechnic, Benin City",polytechnic,federal,Unknown,City,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Shaka Polytechnic, Benin City",polytechnic,federal,Unknown,City,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Shaka Polytechnic, Benin City",polytechnic,federal,Unknown,City,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Southern Atlantic Polytechnic, Uyo",polytechnic,federal,Unknown,Uyo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Southern Atlantic Polytechnic, Uyo",polytechnic,federal,Unknown,Uyo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Southern Atlantic Polytechnic, Uyo",polytechnic,federal,Unknown,Uyo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Speedway Polytechnic, Osoba",polytechnic,federal,Unknown,Osoba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Speedway Polytechnic, Osoba",polytechnic,federal,Unknown,Osoba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Speedway Polytechnic, Osoba",polytechnic,federal,Unknown,Osoba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Stars Polytechnic, Ota",polytechnic,federal,Unknown,Ota,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Stars Polytechnic, Ota",polytechnic,federal,Unknown,Ota,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
